Day,Cath Room 1 Proc 1,Cath Room 1 Proc 2,Cath Room 1 Proc 3,Cath Room 1 Proc 4,Cath Room 1 Proc 5,Cath Room 1 Proc 6,Cath Room 2 Proc 1,Cath Room 2 Proc 2,Cath Room 2 Proc 3,Cath Room 2 Proc 4,Cath Room 2 Proc 5,Cath Room 2 Proc 6,Cath Room 3 Proc 1,Cath Room 3 Proc 2,Cath Room 3 Proc 3,Cath Room 3 Proc 4,Cath Room 3 Proc 5,Cath Room 3 Proc 6,Cath Room 4 Proc 1,Cath Room 4 Proc 2,Cath Room 4 Proc 3,Cath Room 4 Proc 4,Cath Room 4 Proc 5,Cath Room 4 Proc 6,Cath Room 5 Proc 1,Cath Room 5 Proc 2,Cath Room 5 Proc 3,Cath Room 5 Proc 4,Cath Room 5 Proc 5,Cath Room 5 Proc 6,EP Room 1 Proc 1,EP Room 1 Proc 2,EP Room 1 Proc 3,EP Room 1 Proc 4,EP Room 1 Proc 5,EP Room 1 Proc 6,EP Room 1 Proc 7,EP Room 2 Proc 1,EP Room 2 Proc 2,EP Room 2 Proc 3,EP Room 2 Proc 4,EP Room 2 Proc 5,EP Room 2 Proc 6,EP Room 2 Proc 7,EP Room 3 Proc 1,EP Room 3 Proc 2,EP Room 3 Proc 3,EP Room 3 Proc 4,EP Room 3 Proc 5,EP Room 3 Proc 6,EP Room 3 Proc 7,EP Room 4 Proc 1,EP Room 4 Proc 2,EP Room 4 Proc 3,EP Room 4 Proc 4,EP Room 4 Proc 5,EP Room 4 Proc 6,EP Room 4 Proc 7,Overflow Proc 1,Overflow Proc 2,Overflow Proc 3,Overflow Proc 4,Overflow Proc 5,Overflow Proc 6,Overflow Proc 7
40,634.8,0.0,0.0,0.0,0.0,0.0,212.98,108.78,92.72,64.94,0.0,0.0,162.64,110.87,101.17,74.55,0.0,0.0,135.99,117.13,103.98,87.45,50.0,0.0,133.23,119.18,106.26,87.2,97.02,0.0,147.35,146.73,24.87,33.75,0.0,0.0,0.0,232.1,135.17,0.0,0.0,0.0,0.0,0.0,241.05,59.0,33.75,29.98,0.0,0.0,0.0,232.1,66.67,24.03,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,219.73,119.46,102.64,90.81,0.0,0.0,203.56,123.64,113.09,93.1,0.0,0.0,201.88,131.46,106.99,92.06,0.0,0.0,167.03,133.08,119.41,96.5,79.26,0.0,160.05,155.1,115.57,94.12,71.7,0.0,184.46,146.03,142.23,0.0,0.0,0.0,0.0,184.46,173.74,124.62,0.0,0.0,0.0,0.0,224.11,146.03,57.0,16.12,0.0,0.0,0.0,184.46,146.03,62.22,46.87,15.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,358.91,90.46,107.92,0.0,0.0,0.0,211.3,136.34,100.32,20.0,66.2,0.0,178.23,143.57,103.48,86.6,32.62,0.0,169.55,147.37,118.03,79.91,0.0,0.0,156.14,154.44,118.53,83.24,23.27,0.0,306.77,299.27,0.0,0.0,0.0,0.0,0.0,319.36,221.75,84.8,0.0,0.0,0.0,0.0,382.14,197.67,37.0,0.0,0.0,0.0,0.0,382.14,197.67,46.87,0.0,0.0,0.0,0.0,71.03,0.0,0.0,0.0,0.0,0.0,0.0
43,173.56,146.69,108.66,83.35,0.0,0.0,189.0,140.64,103.13,81.13,0.0,0.0,268.25,122.34,87.21,0.0,0.0,0.0,210.7,140.62,95.89,73.61,0.0,0.0,166.81,151.36,110.59,85.08,0.0,0.0,306.77,221.75,84.8,0.0,0.0,0.0,0.0,382.14,197.67,23.22,0.0,0.0,0.0,0.0,321.5,221.75,84.8,0.0,0.0,0.0,0.0,306.77,305.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,233.58,139.51,93.23,105.41,0.0,0.0,234.99,135.46,96.92,77.24,0.0,0.0,190.51,139.75,102.28,88.72,0.0,0.0,174.88,174.71,99.62,176.54,0.0,0.0,265.13,124.53,92.25,0.0,0.0,0.0,373.58,0.0,0.0,0.0,0.0,0.0,0.0,260.47,190.01,0.0,0.0,0.0,0.0,0.0,301.55,157.5,0.0,0.0,0.0,0.0,0.0,332.3,5.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,181.92,140.44,114.34,81.21,0.0,0.0,437.91,65.41,0.0,0.0,0.0,0.0,196.99,139.69,100.03,71.95,0.0,0.0,175.16,153.92,103.0,91.05,0.0,0.0,179.23,141.27,119.99,65.4,0.0,0.0,332.3,108.3,0.0,0.0,0.0,0.0,0.0,332.3,35.93,0.0,0.0,0.0,0.0,0.0,325.64,128.9,0.0,0.0,0.0,0.0,0.0,289.84,178.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,255.69,128.84,101.56,89.63,0.0,0.0,264.9,118.09,101.85,90.77,0.0,0.0,184.48,182.21,103.74,92.39,70.0,0.0,251.97,148.75,92.95,85.49,0.0,0.0,274.69,114.43,96.04,90.44,0.0,0.0,337.02,176.39,31.0,22.38,16.73,0.0,0.0,337.02,170.3,82.06,0.0,0.0,0.0,0.0,362.07,126.46,82.2,15.7,0.0,0.0,0.0,337.02,239.32,13.87,0.0,0.0,0.0,0.0,85.14,72.68,0.0,0.0,0.0,0.0,0.0
47,185.53,130.22,111.56,87.48,0.0,0.0,158.43,130.69,114.9,111.18,0.0,0.0,149.94,132.33,123.3,96.08,72.71,0.0,152.16,130.82,121.72,107.59,0.0,0.0,138.82,138.82,127.53,106.6,44.0,0.0,415.82,0.0,0.0,0.0,0.0,0.0,0.0,322.99,75.97,25.08,0.0,0.0,0.0,0.0,363.05,57.0,0.0,0.0,0.0,0.0,0.0,210.78,199.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,144.0,135.18,126.98,95.09,78.06,0.0,280.26,125.0,105.59,60.0,0.0,0.0,182.15,130.65,113.14,94.59,0.0,0.0,152.03,131.62,120.89,107.66,0.0,0.0,296.27,113.29,94.75,70.0,0.0,0.0,254.54,154.33,0.0,0.0,0.0,0.0,0.0,255.1,128.17,0.0,0.0,0.0,0.0,0.0,356.08,0.0,0.0,0.0,0.0,0.0,0.0,296.74,119.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,273.97,121.39,100.58,20.0,0.0,0.0,151.26,135.57,114.65,97.42,109.29,0.0,155.15,132.92,112.31,99.08,0.0,0.0,196.81,125.54,109.2,82.77,0.0,0.0,210.05,123.6,106.94,81.41,0.0,0.0,380.58,29.0,0.0,0.0,0.0,0.0,0.0,343.17,94.07,0.0,0.0,0.0,0.0,0.0,300.72,49.07,48.03,0.0,0.0,0.0,0.0,147.8,146.7,57.57,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,153.52,133.02,118.06,94.72,0.0,0.0,148.27,135.57,120.89,84.67,77.54,0.0,205.91,125.07,107.36,82.62,0.0,0.0,164.96,127.08,110.29,97.09,0.0,0.0,155.17,128.75,120.71,89.72,76.52,0.0,492.88,0.0,0.0,0.0,0.0,0.0,0.0,149.51,138.2,75.93,40.12,0.0,0.0,0.0,232.05,108.9,171.88,0.0,0.0,0.0,0.0,341.56,46.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,143.27,130.67,112.06,95.96,85.09,0.0,133.98,133.17,117.6,104.73,85.06,0.0,188.2,123.35,106.94,88.81,76.24,0.0,145.78,130.56,109.18,104.54,83.82,0.0,220.01,119.68,106.28,87.13,74.58,0.0,206.89,133.46,94.07,0.0,0.0,0.0,0.0,245.72,115.23,32.35,17.0,5.0,0.0,0.0,181.01,142.7,100.0,0.0,0.0,0.0,0.0,187.2,133.5,157.04,0.0,0.0,0.0,0.0,69.59,0.0,0.0,0.0,0.0,0.0,0.0
52,220.58,123.07,95.12,0.0,0.0,0.0,190.51,128.85,102.43,90.46,0.0,0.0,176.95,140.58,110.79,78.26,0.0,0.0,183.62,135.38,106.87,89.49,0.0,0.0,156.75,153.66,119.59,73.56,0.0,0.0,222.88,186.97,29.0,8.48,0.0,0.0,0.0,259.32,145.13,30.0,17.0,0.0,0.0,0.0,259.32,159.9,22.38,6.58,0.0,0.0,0.0,371.04,141.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,163.3,150.76,119.01,0.0,0.0,0.0,227.18,122.24,90.55,0.0,0.0,0.0,202.31,126.86,95.97,89.89,0.0,0.0,179.61,138.28,110.12,87.11,0.0,0.0,163.88,149.72,119.02,61.85,0.0,0.0,186.97,186.97,95.28,0.0,0.0,0.0,0.0,628.11,0.0,0.0,0.0,0.0,0.0,0.0,359.6,145.13,0.0,0.0,0.0,0.0,0.0,259.32,145.13,40.65,7.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,189.4,120.74,87.33,77.94,0.0,0.0,170.13,131.72,102.4,0.0,0.0,0.0,148.86,140.84,109.07,71.96,0.0,0.0,208.78,114.88,86.35,0.0,0.0,0.0,176.35,128.35,95.77,66.52,0.0,0.0,348.55,147.33,0.0,0.0,0.0,0.0,0.0,220.47,220.47,56.73,0.0,0.0,0.0,0.0,247.98,181.87,66.2,0.0,0.0,0.0,0.0,348.55,132.5,16.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,224.81,110.53,85.76,0.0,0.0,0.0,162.06,135.47,104.37,58.0,0.0,0.0,176.71,127.7,102.21,0.0,0.0,0.0,191.42,115.99,87.53,80.6,0.0,0.0,158.41,136.42,108.2,79.58,0.0,0.0,348.55,138.6,21.95,0.0,0.0,0.0,0.0,341.12,176.6,0.0,0.0,0.0,0.0,0.0,247.67,220.47,26.08,18.02,0.0,0.0,0.0,359.6,82.57,27.27,25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,130.88,110.01,99.39,88.49,77.99,0.0,155.31,109.6,95.45,84.33,76.0,0.0,157.14,103.3,95.52,86.62,76.8,0.0,166.31,102.51,92.0,84.25,62.0,0.0,180.64,102.26,91.12,83.96,0.0,0.0,277.66,213.15,16.77,0.0,0.0,0.0,0.0,339.05,66.2,46.45,39.88,0.0,0.0,0.0,321.6,275.33,0.0,0.0,0.0,0.0,0.0,289.66,199.22,33.73,0.0,0.0,0.0,0.0,634.8,0.0,0.0,0.0,0.0,0.0,0.0
57,150.58,131.86,82.39,0.0,0.0,0.0,157.69,123.51,83.47,100.46,0.0,0.0,163.81,112.41,93.96,0.0,0.0,0.0,180.08,100.7,83.67,176.95,0.0,0.0,146.1,133.44,84.58,8.0,0.0,0.0,358.66,81.03,13.78,0.0,0.0,0.0,0.0,309.88,141.8,0.0,0.0,0.0,0.0,0.0,428.46,22.18,0.0,0.0,0.0,0.0,0.0,241.29,159.97,65.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,161.28,116.2,85.94,70.48,0.0,0.0,154.91,130.66,78.19,69.39,0.0,0.0,335.22,76.0,0.0,0.0,0.0,0.0,166.36,106.78,97.29,0.0,0.0,0.0,164.35,109.05,96.38,0.0,0.0,0.0,189.91,178.89,18.9,0.0,0.0,0.0,0.0,309.88,138.8,0.0,0.0,0.0,0.0,0.0,309.88,141.8,0.0,0.0,0.0,0.0,0.0,244.23,141.8,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,199.02,103.09,90.33,66.56,0.0,0.0,131.79,119.72,98.35,80.2,96.29,0.0,139.74,117.59,96.18,77.96,0.0,0.0,159.05,113.66,91.75,76.0,0.0,0.0,189.11,113.09,89.29,69.86,0.0,0.0,322.04,0.0,0.0,0.0,0.0,0.0,0.0,159.73,94.07,0.0,0.0,0.0,0.0,0.0,149.8,138.8,0.0,0.0,0.0,0.0,0.0,149.8,42.9,26.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,138.79,118.34,97.15,76.87,0.0,0.0,244.87,102.8,80.44,0.0,0.0,0.0,193.95,112.93,89.17,0.0,0.0,0.0,141.3,116.86,94.88,79.29,0.0,0.0,138.92,118.21,97.6,76.18,0.0,0.0,343.46,0.0,0.0,0.0,0.0,0.0,0.0,317.75,0.0,0.0,0.0,0.0,0.0,0.0,230.21,46.45,25.18,18.02,0.0,0.0,0.0,149.8,67.8,69.62,19.53,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,134.64,123.77,109.02,93.06,62.58,0.0,169.24,112.63,105.87,86.28,0.0,0.0,144.67,114.19,108.96,90.67,78.26,0.0,139.74,114.66,109.36,98.17,116.9,0.0,134.89,115.41,109.37,104.25,90.28,0.0,182.65,105.73,72.93,58.2,23.0,0.0,0.0,198.51,105.73,72.93,53.05,0.0,0.0,0.0,272.02,105.73,40.12,29.0,0.0,0.0,0.0,322.26,72.93,38.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,184.09,113.89,97.76,0.0,0.0,0.0,156.56,120.37,110.24,90.45,0.0,0.0,153.5,132.97,106.05,76.0,0.0,0.0,144.95,142.17,100.49,87.36,0.0,0.0,163.63,115.31,109.23,87.33,0.0,0.0,211.54,208.13,121.2,0.0,0.0,0.0,0.0,253.56,178.23,37.53,36.28,0.0,0.0,0.0,267.16,159.93,48.02,13.87,0.0,0.0,0.0,267.16,165.25,37.07,16.12,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,146.96,138.33,107.97,176.54,0.0,0.0,156.09,127.71,108.44,76.34,0.0,0.0,182.59,114.19,98.74,0.0,0.0,0.0,239.81,112.46,95.96,0.0,0.0,0.0,153.73,132.44,107.82,0.0,0.0,0.0,327.85,159.93,0.0,0.0,0.0,0.0,0.0,267.16,159.93,79.77,0.0,0.0,0.0,0.0,253.56,199.66,0.0,0.0,0.0,0.0,0.0,253.56,174.99,55.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,202.87,133.38,110.16,80.15,0.0,0.0,182.36,152.95,117.44,0.0,0.0,0.0,177.57,159.32,101.3,94.5,0.0,0.0,224.29,124.81,94.91,87.9,0.0,0.0,193.85,135.51,121.0,0.0,0.0,0.0,281.66,110.13,32.68,0.0,0.0,0.0,0.0,331.15,110.13,0.0,0.0,0.0,0.0,0.0,207.43,190.79,26.93,0.0,0.0,0.0,0.0,208.06,190.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,191.47,139.71,119.35,116.92,0.0,0.0,212.98,132.27,94.96,91.32,0.0,0.0,214.26,126.75,99.86,90.86,0.0,0.0,174.95,160.82,110.28,87.87,0.0,0.0,177.67,157.98,112.34,69.87,90.55,0.0,192.48,190.79,104.67,0.0,0.0,0.0,0.0,298.1,110.13,18.13,15.38,0.0,0.0,0.0,271.03,156.51,11.33,10.58,0.0,0.0,0.0,222.93,174.3,65.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,233.8,123.45,100.99,78.1,0.0,0.0,144.98,144.83,106.93,84.73,0.0,0.0,164.69,129.57,104.88,80.03,0.0,0.0,169.64,129.17,102.46,77.83,0.0,0.0,154.19,134.9,112.41,70.0,0.0,0.0,192.6,187.17,175.02,23.0,0.0,0.0,0.0,192.6,187.17,175.02,18.9,0.0,0.0,0.0,192.6,187.17,161.45,33.73,0.0,0.0,0.0,315.32,175.02,55.82,25.75,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,152.32,148.26,107.84,0.0,0.0,0.0,154.19,145.06,108.37,76.76,0.0,0.0,163.13,138.0,106.38,87.29,0.0,0.0,186.26,123.35,99.89,0.0,0.0,0.0,232.35,117.3,95.6,0.0,0.0,0.0,156.7,141.37,32.35,0.0,0.0,0.0,0.0,359.6,0.0,0.0,0.0,0.0,0.0,0.0,202.98,83.07,46.87,0.0,0.0,0.0,0.0,151.4,148.19,29.45,23.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,161.04,140.47,105.15,92.41,0.0,0.0,153.07,145.47,110.34,96.89,0.0,0.0,461.21,0.0,0.0,0.0,0.0,0.0,182.31,131.91,95.66,0.0,0.0,0.0,162.35,139.43,103.66,93.41,0.0,0.0,202.98,83.07,53.0,0.0,0.0,0.0,0.0,258.8,63.5,0.0,0.0,0.0,0.0,0.0,202.98,75.4,55.77,0.0,0.0,0.0,0.0,177.35,83.07,59.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,226.51,136.13,108.9,93.43,0.0,0.0,474.76,92.71,0.0,0.0,0.0,0.0,185.56,161.18,116.7,96.65,72.3,0.0,189.85,156.91,110.48,104.82,0.0,0.0,189.19,158.66,110.47,103.15,0.0,0.0,339.29,67.7,85.72,0.0,0.0,0.0,0.0,239.8,190.23,0.0,0.0,0.0,0.0,0.0,339.29,76.13,26.63,0.0,0.0,0.0,0.0,343.35,113.56,0.0,0.0,0.0,0.0,0.0,87.34,84.24,634.8,0.0,0.0,0.0,0.0
70,176.25,173.98,109.29,99.85,73.52,0.0,239.31,129.4,107.62,91.04,0.0,0.0,191.0,148.6,121.85,97.25,74.0,0.0,185.98,159.94,119.77,94.56,70.0,0.0,245.42,124.08,107.05,87.38,0.0,0.0,278.48,88.53,29.45,0.0,0.0,0.0,0.0,339.29,30.0,22.58,0.0,0.0,0.0,0.0,299.67,83.6,8.58,0.0,0.0,0.0,0.0,249.93,187.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,181.88,107.85,104.25,94.04,32.0,0.0,172.14,137.75,96.44,78.92,48.0,0.0,153.86,147.3,103.18,80.32,78.15,0.0,243.01,106.39,94.7,78.88,0.0,0.0,157.9,146.2,99.89,89.94,132.16,0.0,314.87,75.93,74.53,0.0,0.0,0.0,0.0,183.45,142.83,75.93,62.6,7.25,0.0,0.0,205.62,103.1,75.93,74.53,65.28,0.0,0.0,255.54,94.1,74.53,120.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,218.38,142.13,108.02,97.57,0.0,0.0,196.63,144.22,115.19,99.67,0.0,0.0,179.49,149.39,127.1,100.15,0.0,0.0,168.61,156.8,136.7,97.72,0.0,0.0,200.85,142.13,109.24,103.17,69.05,0.0,286.67,283.45,5.0,0.0,0.0,0.0,0.0,319.17,220.39,29.45,22.53,0.0,0.0,0.0,370.72,166.38,47.58,0.0,0.0,0.0,0.0,370.72,185.36,26.22,0.0,0.0,0.0,0.0,89.33,83.99,82.96,81.74,634.8,0.0,0.0
73,200.26,142.13,111.23,103.17,0.0,0.0,275.74,141.45,108.0,90.99,0.0,0.0,166.48,158.06,137.35,98.66,0.0,0.0,177.79,153.76,119.95,103.17,73.5,0.0,187.95,144.89,116.34,106.59,0.0,0.0,319.17,269.84,0.0,0.0,0.0,0.0,0.0,319.17,219.56,25.72,0.0,0.0,0.0,0.0,409.88,146.96,23.55,0.0,0.0,0.0,0.0,370.72,193.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,374.64,99.12,70.9,0.0,0.0,0.0,212.59,117.86,99.22,74.97,0.0,0.0,170.66,130.32,108.37,88.08,0.0,0.0,155.44,140.46,108.44,93.53,0.0,0.0,143.96,143.01,108.78,97.11,115.46,0.0,232.04,222.28,100.37,0.0,0.0,0.0,0.0,267.16,181.99,105.3,7.65,0.0,0.0,0.0,378.36,155.69,35.93,0.0,0.0,0.0,0.0,378.36,170.55,17.0,0.0,0.0,0.0,0.0,245.42,0.0,0.0,0.0,0.0,0.0,0.0
75,167.65,136.4,108.16,85.27,0.0,0.0,181.78,124.89,107.4,79.28,0.0,0.0,270.56,112.25,98.05,60.0,0.0,0.0,187.72,121.84,102.76,82.74,0.0,0.0,146.65,141.3,108.6,95.7,0.0,0.0,222.28,222.28,152.7,0.0,0.0,0.0,0.0,378.36,168.53,0.0,0.0,0.0,0.0,0.0,313.42,178.89,38.72,18.9,0.0,0.0,0.0,263.44,183.77,151.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,176.11,128.88,97.72,90.56,52.0,0.0,188.94,111.38,108.74,90.33,0.0,0.0,191.19,110.77,107.23,88.73,0.0,0.0,154.05,148.67,106.91,87.41,0.0,0.0,157.04,135.23,108.99,93.72,107.56,0.0,275.76,0.0,0.0,0.0,0.0,0.0,0.0,260.97,0.0,0.0,0.0,0.0,0.0,0.0,229.83,0.0,0.0,0.0,0.0,0.0,0.0,193.43,27.33,16.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,129.55,126.03,106.94,151.01,0.0,0.0,179.08,115.83,93.42,0.0,0.0,0.0,138.65,120.91,97.82,87.71,0.0,0.0,186.86,115.65,91.96,0.0,0.0,0.0,130.0,124.77,111.37,106.72,0.0,0.0,378.97,0.0,0.0,0.0,0.0,0.0,0.0,207.84,0.0,0.0,0.0,0.0,0.0,0.0,177.55,22.58,0.0,0.0,0.0,0.0,0.0,158.3,157.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,136.96,121.92,103.3,54.0,0.0,0.0,329.05,88.99,0.0,0.0,0.0,0.0,187.05,111.76,92.45,0.0,0.0,0.0,176.31,120.76,92.93,108.37,0.0,0.0,134.75,124.62,98.74,83.71,0.0,0.0,189.23,40.65,40.47,35.13,0.0,0.0,0.0,294.31,0.0,0.0,0.0,0.0,0.0,0.0,464.1,0.0,0.0,0.0,0.0,0.0,0.0,158.66,123.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,179.87,110.78,81.6,0.0,0.0,0.0,170.8,119.45,88.06,0.0,0.0,0.0,147.15,127.95,102.52,0.0,0.0,0.0,167.01,124.29,78.0,0.0,0.0,0.0,144.31,133.84,96.54,0.0,0.0,0.0,467.23,0.0,0.0,0.0,0.0,0.0,0.0,246.72,80.2,78.97,27.33,0.0,0.0,0.0,370.61,35.63,0.0,0.0,0.0,0.0,0.0,338.1,66.2,33.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,146.13,130.52,99.48,0.0,0.0,0.0,196.01,108.13,0.0,0.0,0.0,0.0,173.8,110.9,90.74,0.0,0.0,0.0,154.99,125.45,92.54,0.0,0.0,0.0,257.04,102.7,0.0,0.0,0.0,0.0,188.43,186.43,0.0,0.0,0.0,0.0,0.0,196.4,107.23,79.03,0.0,0.0,0.0,0.0,366.94,8.48,0.0,0.0,0.0,0.0,0.0,229.93,100.33,18.02,15.65,15.38,0.0,0.0,634.8,0.0,0.0,0.0,0.0,0.0,0.0
81,251.97,121.11,107.58,89.38,0.0,0.0,245.54,132.74,102.87,81.67,48.0,0.0,184.55,133.08,107.77,93.92,71.47,0.0,178.76,137.43,110.47,91.37,74.41,0.0,144.99,138.67,120.64,97.06,75.25,0.0,309.38,190.57,46.43,40.18,0.0,0.0,0.0,382.31,190.57,6.17,0.0,0.0,0.0,0.0,397.65,176.7,0.0,0.0,0.0,0.0,0.0,230.08,190.57,76.03,65.28,36.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
