Day,Cath Room 1 Proc 1,Cath Room 1 Proc 2,Cath Room 1 Proc 3,Cath Room 1 Proc 4,Cath Room 1 Proc 5,Cath Room 1 Proc 6,Cath Room 2 Proc 1,Cath Room 2 Proc 2,Cath Room 2 Proc 3,Cath Room 2 Proc 4,Cath Room 2 Proc 5,Cath Room 2 Proc 6,Cath Room 3 Proc 1,Cath Room 3 Proc 2,Cath Room 3 Proc 3,Cath Room 3 Proc 4,Cath Room 3 Proc 5,Cath Room 3 Proc 6,Cath Room 4 Proc 1,Cath Room 4 Proc 2,Cath Room 4 Proc 3,Cath Room 4 Proc 4,Cath Room 4 Proc 5,Cath Room 4 Proc 6,Cath Room 5 Proc 1,Cath Room 5 Proc 2,Cath Room 5 Proc 3,Cath Room 5 Proc 4,Cath Room 5 Proc 5,Cath Room 5 Proc 6,EP Room 1 Proc 1,EP Room 1 Proc 2,EP Room 1 Proc 3,EP Room 1 Proc 4,EP Room 1 Proc 5,EP Room 1 Proc 6,EP Room 1 Proc 7,EP Room 2 Proc 1,EP Room 2 Proc 2,EP Room 2 Proc 3,EP Room 2 Proc 4,EP Room 2 Proc 5,EP Room 2 Proc 6,EP Room 2 Proc 7,EP Room 3 Proc 1,EP Room 3 Proc 2,EP Room 3 Proc 3,EP Room 3 Proc 4,EP Room 3 Proc 5,EP Room 3 Proc 6,EP Room 3 Proc 7,EP Room 4 Proc 1,EP Room 4 Proc 2,EP Room 4 Proc 3,EP Room 4 Proc 4,EP Room 4 Proc 5,EP Room 4 Proc 6,EP Room 4 Proc 7,Overflow Proc 1,Overflow Proc 2,Overflow Proc 3,Overflow Proc 4,Overflow Proc 5,Overflow Proc 6,Overflow Proc 7
82,167.35,150.16,128.05,96.2,81.6,0.0,155.25,153.6,133.52,106.34,0.0,0.0,313.51,129.77,106.04,0.0,0.0,0.0,367.46,114.66,92.1,0.0,0.0,0.0,166.36,152.11,121.44,107.5,0.0,0.0,290.41,172.63,139.17,0.0,0.0,0.0,0.0,359.48,172.07,69.83,0.0,0.0,0.0,0.0,204.8,202.92,170.84,23.82,0.0,0.0,0.0,217.98,202.92,148.8,30.02,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,267.57,140.18,113.42,89.59,0.0,0.0,379.38,113.78,89.98,0.0,0.0,0.0,165.17,152.84,126.92,97.41,74.0,0.0,180.04,147.71,117.21,96.24,87.89,0.0,207.15,140.47,115.12,94.35,0.0,0.0,217.98,202.92,163.3,0.0,0.0,0.0,0.0,217.98,172.63,170.84,15.05,0.0,0.0,0.0,376.72,170.84,27.82,0.0,0.0,0.0,0.0,299.52,172.63,102.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,265.89,127.48,110.13,86.8,0.0,0.0,218.53,132.33,114.39,93.5,0.0,0.0,166.83,136.79,125.59,99.39,74.57,0.0,184.22,134.48,115.73,95.8,2.95,0.0,159.49,159.08,117.58,95.6,0.0,0.0,308.21,285.44,18.83,0.0,0.0,0.0,0.0,314.33,269.13,31.93,0.0,0.0,0.0,0.0,406.65,185.73,31.08,0.0,0.0,0.0,0.0,406.65,222.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,160.48,148.38,121.35,96.89,79.72,0.0,277.13,126.29,103.63,86.48,0.0,0.0,162.24,147.27,118.49,102.02,70.0,0.0,169.49,134.63,124.37,101.94,7.25,0.0,163.56,147.03,118.06,100.82,71.11,0.0,301.55,295.12,25.3,0.0,0.0,0.0,0.0,508.85,81.03,0.03,31.08,0.0,0.0,0.0,406.65,190.4,20.0,0.0,0.0,0.0,0.0,385.27,228.29,0.0,0.0,0.0,0.0,0.0,172.1,0.0,0.0,0.0,0.0,0.0,0.0
86,185.43,149.07,100.27,95.48,76.07,0.0,263.7,146.56,99.59,84.11,0.0,0.0,151.94,150.95,117.02,98.49,82.98,0.0,156.43,149.76,100.39,100.22,85.19,0.0,305.65,101.36,99.69,87.11,0.0,0.0,221.84,159.77,26.63,23.27,0.0,0.0,0.0,188.97,188.97,40.12,7.92,0.0,0.0,0.0,221.84,188.97,8.58,7.25,0.0,0.0,0.0,221.84,187.98,10.05,0.0,0.0,0.0,0.0,75.36,73.74,69.7,0.0,0.0,0.0,0.0
87,274.62,107.65,77.55,0.0,0.0,0.0,148.62,136.09,107.56,0.0,0.0,0.0,176.42,134.99,93.74,0.0,0.0,0.0,199.78,119.57,87.39,0.0,0.0,0.0,146.01,140.95,100.75,0.0,0.0,0.0,173.22,38.8,0.0,0.0,0.0,0.0,0.0,173.22,7.65,0.0,0.0,0.0,0.0,0.0,164.0,69.62,0.0,0.0,0.0,0.0,0.0,195.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,147.77,137.03,100.95,0.0,0.0,0.0,176.55,134.81,94.5,0.0,0.0,0.0,212.96,118.53,83.6,0.0,0.0,0.0,176.95,133.51,97.53,0.0,0.0,0.0,147.35,139.62,98.91,0.0,0.0,0.0,131.5,131.5,0.0,0.0,0.0,0.0,0.0,173.22,46.45,0.0,0.0,0.0,0.0,0.0,205.56,0.0,0.0,0.0,0.0,0.0,0.0,131.5,65.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,137.64,113.2,92.42,0.0,0.0,0.0,140.84,109.96,93.13,0.0,0.0,0.0,153.64,108.01,82.22,0.0,0.0,0.0,197.92,104.62,62.0,0.0,0.0,0.0,125.1,123.94,101.26,0.0,0.0,0.0,149.03,0.0,0.0,0.0,0.0,0.0,0.0,18.83,0.0,0.0,0.0,0.0,0.0,0.0,168.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,146.38,109.08,88.03,155.07,0.0,0.0,139.9,110.64,96.92,139.2,0.0,0.0,634.8,0.0,0.0,0.0,0.0,0.0,187.56,105.55,69.32,0.0,0.0,0.0,170.46,105.61,73.63,138.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,159.24,141.15,114.08,94.03,0.0,0.0,153.74,144.04,119.69,86.26,0.0,0.0,167.02,133.65,113.27,100.2,0.0,0.0,165.49,137.69,107.31,104.47,0.0,0.0,211.29,121.16,106.29,8.0,135.4,0.0,324.78,177.0,40.12,25.75,0.0,0.0,0.0,362.38,161.4,37.1,0.0,0.0,0.0,0.0,217.85,185.34,148.6,0.0,0.0,0.0,0.0,217.85,217.85,106.07,28.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,150.5,118.92,102.47,0.0,0.0,0.0,323.54,72.61,0.0,0.0,0.0,0.0,158.42,114.82,83.39,150.41,0.0,0.0,149.95,123.02,89.89,73.52,0.0,0.0,157.08,118.89,77.21,71.96,0.0,0.0,250.18,23.22,0.0,0.0,0.0,0.0,0.0,250.18,17.1,0.0,0.0,0.0,0.0,0.0,250.32,4.35,0.0,0.0,0.0,0.0,0.0,196.67,179.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,161.34,112.79,82.99,0.0,0.0,0.0,165.35,106.73,91.77,0.0,0.0,0.0,288.61,76.23,0.0,0.0,0.0,0.0,128.45,123.3,106.51,0.0,0.0,0.0,162.32,107.28,98.75,0.0,0.0,0.0,209.63,137.73,25.18,0.0,0.0,0.0,0.0,209.32,158.2,0.0,0.0,0.0,0.0,0.0,423.82,0.0,0.0,0.0,0.0,0.0,0.0,250.18,0.03,46.45,32.68,31.08,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,189.76,119.8,106.38,95.43,0.0,0.0,175.81,133.01,108.02,93.37,78.72,0.0,153.73,140.8,114.31,102.25,46.0,0.0,151.57,145.85,113.83,99.86,0.0,0.0,176.25,130.06,112.36,91.18,78.88,0.0,192.32,191.87,171.81,0.0,0.0,0.0,0.0,296.12,190.01,0.0,0.0,0.0,0.0,0.0,299.6,178.54,23.0,0.0,0.0,0.0,0.0,300.92,171.81,65.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,152.08,142.26,114.43,103.11,96.53,0.0,175.09,134.77,106.11,93.64,80.23,0.0,186.68,120.61,108.06,95.52,76.79,0.0,241.34,119.02,104.57,87.08,0.0,0.0,160.94,140.72,113.09,97.67,0.0,0.0,384.85,144.03,2.95,0.0,0.0,0.0,0.0,299.6,179.22,41.17,23.55,0.0,0.0,0.0,299.6,171.81,19.08,30.0,20.0,0.0,0.0,200.7,191.78,134.27,5.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,157.38,155.01,123.19,97.5,0.0,0.0,177.91,151.03,121.09,93.92,0.0,0.0,197.51,147.11,112.83,92.72,0.0,0.0,228.59,146.76,99.25,92.5,0.0,0.0,244.57,127.32,109.94,78.34,0.0,0.0,270.0,188.06,0.0,0.0,0.0,0.0,0.0,328.82,71.47,57.0,22.38,0.0,0.0,0.0,314.99,71.47,71.47,15.38,0.0,0.0,0.0,310.53,150.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,166.86,150.0,115.32,109.7,0.0,0.0,176.6,135.6,123.97,94.66,15.65,0.0,182.9,130.04,123.54,93.28,86.47,0.0,157.88,157.57,118.74,100.64,0.0,0.0,163.46,150.69,120.12,98.77,0.0,0.0,327.91,258.73,22.48,0.0,0.0,0.0,0.0,332.9,222.39,78.13,0.0,0.0,0.0,0.0,332.9,206.39,90.57,0.0,0.0,0.0,0.0,314.41,291.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,182.06,132.33,119.7,107.27,0.0,0.0,176.48,146.66,112.41,96.5,17.1,0.0,160.95,156.7,114.63,108.31,0.0,0.0,204.34,124.95,110.5,88.9,70.0,0.0,194.34,126.05,113.78,106.66,0.0,0.0,332.9,233.15,40.18,0.0,0.0,0.0,0.0,311.19,298.52,0.0,0.0,0.0,0.0,0.0,327.91,291.93,0.0,0.0,0.0,0.0,0.0,327.91,291.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,129.97,129.32,109.46,101.03,0.0,0.0,147.5,127.69,106.65,90.52,0.0,0.0,193.8,118.19,103.03,70.23,0.0,0.0,250.64,112.58,101.32,143.49,0.0,0.0,264.88,108.63,93.03,0.0,0.0,0.0,266.28,200.41,0.0,0.0,0.0,0.0,0.0,267.7,194.16,0.0,0.0,0.0,0.0,0.0,267.7,164.74,33.73,0.0,0.0,0.0,0.0,238.98,205.73,25.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,167.31,123.57,104.58,84.24,0.0,0.0,137.52,128.78,108.2,92.45,0.0,0.0,312.78,102.56,66.0,0.0,0.0,0.0,206.33,112.82,101.42,0.0,0.0,0.0,181.82,123.51,104.13,79.94,0.0,0.0,305.15,28.43,0.0,0.0,0.0,0.0,0.0,280.38,29.98,27.82,0.0,0.0,0.0,0.0,267.7,191.64,0.0,0.0,0.0,0.0,0.0,279.37,44.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,154.89,0.0,0.0,0.0,0.0,0.0,152.84,0.0,0.0,0.0,0.0,0.0,112.76,0.0,0.0,0.0,0.0,0.0,116.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,166.32,145.63,108.27,81.63,0.0,0.0,276.1,110.92,93.29,0.0,0.0,0.0,216.51,125.62,103.72,68.0,0.0,0.0,190.16,131.35,104.75,77.67,0.0,0.0,307.66,109.94,90.14,0.0,0.0,0.0,311.77,159.73,0.0,0.0,0.0,0.0,0.0,343.6,107.2,15.33,0.0,0.0,0.0,0.0,409.99,37.53,18.92,0.0,0.0,0.0,0.0,266.83,266.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,205.39,127.99,104.01,76.0,0.0,0.0,244.64,117.52,97.12,0.0,0.0,0.0,161.03,153.65,105.37,85.22,0.0,0.0,174.88,143.75,104.99,81.28,0.0,0.0,220.92,121.93,103.56,103.36,0.0,0.0,309.02,191.73,0.0,0.0,0.0,0.0,0.0,266.83,213.43,0.0,0.0,0.0,0.0,0.0,343.6,108.5,0.0,0.0,0.0,0.0,0.0,343.6,24.3,28.43,25.47,5.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,238.23,123.53,100.62,0.0,0.0,0.0,174.92,133.71,106.52,0.0,0.0,0.0,155.79,139.56,108.52,94.82,0.0,0.0,151.66,140.16,109.06,89.63,0.0,0.0,214.73,125.19,102.09,0.0,0.0,0.0,274.59,272.02,0.0,0.0,0.0,0.0,0.0,289.25,152.72,46.87,30.47,25.43,0.0,0.0,289.25,225.88,28.43,0.0,0.0,0.0,0.0,313.31,95.17,24.93,21.53,40.18,30.02,18.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,181.07,131.09,102.6,0.0,0.0,0.0,249.2,118.8,89.93,0.0,0.0,0.0,145.09,141.88,116.06,79.78,0.0,0.0,154.03,140.02,108.87,88.28,0.0,0.0,165.36,135.09,107.0,0.0,0.0,0.0,289.25,173.8,29.98,0.0,0.0,0.0,0.0,276.4,242.14,0.0,0.0,0.0,0.0,0.0,313.31,152.13,10.32,5.0,0.0,0.0,0.0,313.31,123.0,12.3,41.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,174.46,92.68,54.0,0.0,0.0,0.0,124.12,119.64,81.9,0.0,0.0,0.0,145.07,105.01,60.0,54.0,0.0,0.0,148.59,101.23,69.67,115.55,0.0,0.0,137.07,108.82,74.6,72.0,0.0,0.0,205.56,171.6,0.0,0.0,0.0,0.0,0.0,205.56,162.33,7.65,0.0,0.0,0.0,0.0,205.56,134.9,65.28,0.0,0.0,0.0,0.0,267.75,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,170.82,119.7,103.98,77.86,152.06,0.0,177.37,110.81,105.92,86.11,0.0,0.0,205.08,109.15,97.78,69.68,0.0,0.0,151.05,135.58,106.16,87.81,0.0,0.0,158.22,126.18,106.54,97.03,0.0,0.0,304.02,260.93,23.82,0.0,0.0,0.0,0.0,476.13,104.03,0.0,0.0,0.0,0.0,0.0,401.72,124.43,46.45,0.0,0.0,0.0,0.0,401.72,172.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,180.59,110.21,102.2,86.76,0.0,0.0,175.92,114.14,105.75,75.52,42.0,0.0,168.45,125.02,100.99,80.65,89.59,0.0,142.76,141.13,108.88,91.43,0.0,0.0,201.74,109.89,98.49,74.9,0.0,0.0,327.85,177.17,99.47,0.0,0.0,0.0,0.0,401.72,148.65,37.42,0.0,0.0,0.0,0.0,260.93,260.93,58.2,0.0,0.0,0.0,0.0,322.42,209.36,40.12,10.0,0.0,0.0,0.0,634.8,0.0,0.0,0.0,0.0,0.0,0.0
109,200.69,190.82,106.29,0.0,0.0,0.0,211.37,149.76,126.57,76.91,0.0,0.0,225.29,140.57,110.7,93.03,0.0,0.0,244.57,135.7,108.44,56.0,0.0,0.0,200.94,184.55,108.33,0.0,0.0,0.0,369.17,0.0,0.0,0.0,0.0,0.0,0.0,265.82,54.15,0.0,0.0,0.0,0.0,0.0,189.27,126.87,23.22,0.0,0.0,0.0,0.0,136.57,136.57,42.25,27.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,221.46,144.91,110.13,93.71,0.0,0.0,361.28,113.51,94.35,0.0,0.0,0.0,300.92,127.46,104.16,0.0,0.0,0.0,238.25,137.29,109.77,92.53,0.0,0.0,201.16,175.85,109.57,82.56,0.0,0.0,199.7,73.97,85.72,0.0,0.0,0.0,0.0,305.21,36.28,0.0,0.0,0.0,0.0,0.0,406.65,0.0,0.0,0.0,0.0,0.0,0.0,174.23,136.57,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,304.71,135.38,108.98,52.0,0.0,0.0,283.6,138.11,111.72,56.89,0.0,0.0,199.24,164.11,121.23,74.97,0.0,0.0,330.9,125.19,93.48,44.0,0.0,0.0,257.01,150.11,119.26,71.27,0.0,0.0,342.09,45.6,30.47,0.0,0.0,0.0,0.0,184.56,122.2,72.0,45.6,0.0,0.0,0.0,265.03,122.2,45.6,0.0,0.0,0.0,0.0,289.73,122.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,145.78,142.94,120.03,99.73,0.0,0.0,280.34,120.49,99.8,0.0,0.0,0.0,173.64,130.75,104.44,98.89,0.0,0.0,165.23,136.66,113.59,87.15,0.0,0.0,381.08,99.86,81.35,0.0,0.0,0.0,197.4,90.67,37.53,0.0,0.0,0.0,0.0,208.31,90.67,25.18,0.0,0.0,0.0,0.0,287.58,55.82,0.0,0.0,0.0,0.0,0.0,300.72,10.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,293.97,115.14,88.46,75.57,0.0,0.0,151.23,141.28,116.52,92.41,0.0,0.0,152.99,139.23,117.57,88.19,65.93,0.0,167.95,134.1,111.08,87.21,0.0,0.0,183.16,128.98,100.05,87.78,62.95,0.0,249.81,31.0,0.0,0.0,0.0,0.0,0.0,200.3,90.67,0.0,0.0,0.0,0.0,0.0,161.28,92.53,0.0,0.0,0.0,0.0,0.0,138.3,100.9,21.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,235.18,148.84,122.08,95.75,0.0,0.0,207.91,178.57,121.78,75.25,0.0,0.0,319.11,132.97,112.39,0.0,0.0,0.0,361.51,126.73,103.9,0.0,0.0,0.0,232.84,149.36,122.51,97.56,0.0,0.0,330.75,228.09,22.75,0.0,0.0,0.0,0.0,366.51,208.74,15.0,0.0,0.0,0.0,0.0,278.31,278.31,57.0,0.0,0.0,0.0,0.0,294.34,271.26,18.92,0.0,0.0,0.0,0.0,634.8,79.92,0.0,0.0,0.0,0.0,0.0
115,291.21,133.52,115.04,0.0,0.0,0.0,378.14,123.77,99.07,0.0,0.0,0.0,220.62,174.78,120.25,0.0,0.0,0.0,255.3,141.32,117.43,42.0,0.0,0.0,259.12,135.07,121.04,100.0,0.0,0.0,302.51,246.36,57.0,0.0,0.0,0.0,0.0,280.91,278.31,40.47,0.0,0.0,0.0,0.0,366.51,213.87,32.62,0.0,0.0,0.0,0.0,366.51,188.87,40.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,153.2,133.2,90.29,76.49,76.18,0.0,171.84,120.86,88.66,72.6,0.0,0.0,214.76,93.21,83.97,70.12,0.0,0.0,150.07,143.3,86.65,73.8,0.0,0.0,152.08,136.6,89.46,75.25,72.87,0.0,317.98,191.94,37.07,25.3,17.1,0.0,0.0,313.69,191.94,36.77,36.12,0.0,0.0,0.0,292.47,292.47,0.0,0.0,0.0,0.0,0.0,292.47,191.94,141.13,0.0,0.0,0.0,0.0,166.83,0.0,0.0,0.0,0.0,0.0,0.0
117,160.34,139.36,111.18,82.86,0.0,0.0,349.81,91.41,66.74,0.0,0.0,0.0,205.06,127.07,103.59,82.27,0.0,0.0,223.17,121.38,97.15,63.63,0.0,0.0,148.27,139.93,113.17,84.66,0.0,0.0,233.03,233.03,125.63,0.0,0.0,0.0,0.0,233.03,199.07,146.17,0.0,0.0,0.0,0.0,319.6,170.82,37.0,13.9,0.0,0.0,0.0,291.93,178.05,62.22,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,201.96,128.47,105.78,79.04,0.0,0.0,171.17,138.85,110.4,82.58,0.0,0.0,147.01,141.29,111.64,88.72,86.04,0.0,213.33,122.11,100.45,80.0,0.0,0.0,192.75,134.17,110.33,78.86,0.0,0.0,397.05,146.17,0.0,0.0,0.0,0.0,0.0,319.6,160.54,32.35,11.33,0.0,0.0,0.0,319.6,170.49,23.27,0.0,0.0,0.0,0.0,383.15,146.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,231.22,154.21,105.61,90.97,0.0,0.0,276.43,150.38,103.55,86.37,0.0,0.0,196.95,160.92,111.41,102.7,0.0,0.0,206.51,159.19,107.1,102.51,0.0,0.0,175.57,174.34,137.38,95.44,0.0,0.0,324.06,136.63,66.2,32.35,0.0,0.0,0.0,306.06,234.25,0.0,0.0,0.0,0.0,0.0,306.06,204.89,37.68,0.0,0.0,0.0,0.0,327.23,123.9,85.07,2.95,0.0,0.0,0.0,79.95,76.2,0.0,0.0,0.0,0.0,0.0
120,186.13,161.34,141.65,92.37,0.0,0.0,180.77,164.18,147.38,88.64,0.0,0.0,216.19,154.46,106.31,100.62,0.0,0.0,203.78,160.5,108.87,101.52,0.0,0.0,180.07,173.17,124.07,100.51,0.0,0.0,249.43,241.58,0.0,0.0,0.0,0.0,0.0,306.06,226.31,0.0,0.0,0.0,0.0,0.0,363.0,103.17,38.8,0.0,0.0,0.0,0.0,241.58,241.58,23.0,0.0,0.0,0.0,0.0,239.31,0.0,0.0,0.0,0.0,0.0,0.0
121,212.98,140.88,106.29,76.82,65.63,0.0,194.0,143.28,108.21,90.07,67.03,0.0,188.99,143.58,127.31,78.75,0.0,0.0,178.39,144.11,139.08,73.53,68.0,0.0,174.88,150.27,128.21,85.75,0.0,0.0,191.3,176.32,0.0,0.0,0.0,0.0,0.0,245.18,14.97,31.08,23.27,19.53,16.77,0.0,378.1,0.0,0.0,0.0,0.0,0.0,0.0,176.32,176.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,172.38,135.27,115.67,102.15,81.03,0.0,181.24,132.92,114.94,98.85,60.64,0.0,206.15,125.34,109.11,95.17,0.0,0.0,149.29,140.86,121.88,106.13,93.34,0.0,149.64,135.76,125.32,108.2,92.09,0.0,262.48,164.15,0.0,0.0,0.0,0.0,0.0,330.04,35.93,0.0,0.0,0.0,0.0,0.0,188.96,168.05,7.92,0.0,0.0,0.0,0.0,210.1,131.6,25.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,201.38,126.1,109.94,96.08,0.0,0.0,149.1,148.82,115.85,105.61,82.43,0.0,163.92,135.71,115.85,103.53,83.61,0.0,172.99,133.02,115.78,102.16,82.32,0.0,187.18,132.73,111.14,96.57,74.68,0.0,241.71,103.73,0.0,0.0,0.0,0.0,0.0,202.8,168.05,0.0,0.0,0.0,0.0,0.0,171.81,168.05,0.0,0.0,0.0,0.0,0.0,289.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,178.77,154.62,142.74,114.71,0.0,0.0,348.71,127.16,116.6,0.0,0.0,0.0,189.77,152.24,132.9,118.61,0.0,0.0,177.74,167.86,131.54,108.78,0.0,0.0,178.88,154.08,143.45,110.19,0.0,0.0,234.25,175.68,36.73,0.0,0.0,0.0,0.0,304.59,108.13,0.0,0.0,0.0,0.0,0.0,355.51,48.02,40.12,0.0,0.0,0.0,0.0,216.01,210.4,0.0,0.0,0.0,0.0,0.0,92.46,91.95,90.08,89.21,86.69,86.48,71.73
125,201.31,151.66,123.46,109.43,0.0,0.0,223.24,150.82,122.62,103.15,0.0,0.0,242.89,146.1,121.09,93.41,0.0,0.0,171.22,168.96,140.94,108.42,0.0,0.0,214.56,150.87,122.68,104.52,0.0,0.0,234.25,154.37,22.18,0.0,0.0,0.0,0.0,234.25,110.57,36.77,37.07,0.0,0.0,0.0,355.51,38.8,20.5,0.0,0.0,0.0,0.0,355.51,196.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
