Day,Cath Room 1 Proc 1,Cath Room 1 Proc 2,Cath Room 1 Proc 3,Cath Room 1 Proc 4,Cath Room 1 Proc 5,Cath Room 1 Proc 6,Cath Room 1 Proc 7,Cath Room 1 Proc 8,Cath Room 1 Proc 9,Cath Room 2 Proc 1,Cath Room 2 Proc 2,Cath Room 2 Proc 3,Cath Room 2 Proc 4,Cath Room 2 Proc 5,Cath Room 2 Proc 6,Cath Room 2 Proc 7,Cath Room 2 Proc 8,Cath Room 2 Proc 9,Cath Room 3 Proc 1,Cath Room 3 Proc 2,Cath Room 3 Proc 3,Cath Room 3 Proc 4,Cath Room 3 Proc 5,Cath Room 3 Proc 6,Cath Room 3 Proc 7,Cath Room 3 Proc 8,Cath Room 3 Proc 9,Cath Room 4 Proc 1,Cath Room 4 Proc 2,Cath Room 4 Proc 3,Cath Room 4 Proc 4,Cath Room 4 Proc 5,Cath Room 4 Proc 6,Cath Room 4 Proc 7,Cath Room 4 Proc 8,Cath Room 4 Proc 9,Cath Room 5 Proc 1,Cath Room 5 Proc 2,Cath Room 5 Proc 3,Cath Room 5 Proc 4,Cath Room 5 Proc 5,Cath Room 5 Proc 6,Cath Room 5 Proc 7,Cath Room 5 Proc 8,Cath Room 5 Proc 9,EP Room 1 Proc 1,EP Room 1 Proc 2,EP Room 1 Proc 3,EP Room 1 Proc 4,EP Room 1 Proc 5,EP Room 1 Proc 6,EP Room 1 Proc 7,EP Room 2 Proc 1,EP Room 2 Proc 2,EP Room 2 Proc 3,EP Room 2 Proc 4,EP Room 2 Proc 5,EP Room 2 Proc 6,EP Room 2 Proc 7,EP Room 3 Proc 1,EP Room 3 Proc 2,EP Room 3 Proc 3,EP Room 3 Proc 4,EP Room 3 Proc 5,EP Room 3 Proc 6,EP Room 3 Proc 7,Overflow Proc 1,Overflow Proc 2,Overflow Proc 3,Overflow Proc 4,Overflow Proc 5,Overflow Proc 6
1,"(2698, 59.16)","(1570, 68.63)","(1235, 85.16)","(548, 89.01)","(537, 91.69)","(1475, 92.95)","(2670, 94.26)",0.0,0.0,"(1556, 94.27)","(584, 98.84)","(487, 102.17)","(1195, 106.77)","(1398, 109.08)","(1876, 106.06)",0.0,0.0,0.0,"(1453, 124.64)","(1528, 125.09)","(624, 127.91)","(1530, 132.94)","(1222, 107.2)",0.0,0.0,0.0,0.0,"(1176, 140.14)","(1215, 142.4)","(506, 153.27)","(714, 155.85)",0.0,0.0,0.0,0.0,0.0,"(1457, 158.43)","(1882, 198.97)","(1953, 217.16)",0.0,0.0,0.0,0.0,0.0,0.0,"(2545, 119.97)","(2232, 244.42)","(2549, 90.93)","(64, 158.87)",0.0,0.0,0.0,"(903, 377.97)",0.0,0.0,0.0,0.0,0.0,0.0,"(3126, 377.97)",0.0,0.0,0.0,0.0,0.0,0.0,"(3237, 377.97)",0.0,0.0,0.0,0.0,0.0
2,"(1104, 88.02)","(1211, 89.87)","(1428, 93.35)","(1366, 93.56)","(1340, 97.03)","(1452, 102.8)",0.0,0.0,0.0,"(1588, 109.56)","(1218, 110.58)","(1645, 123.08)","(1474, 124.45)","(190, 136.28)",0.0,0.0,0.0,0.0,"(162, 148.36)","(2799, 149.44)","(1794, 162.66)","(119, 168.05)",0.0,0.0,0.0,0.0,0.0,"(845, 169.47)","(1739, 201.8)","(2766, 227.43)",0.0,0.0,0.0,0.0,0.0,0.0,"(2750, 268.53)","(2298, 157.86)","(2613, 182.97)",0.0,0.0,0.0,0.0,0.0,0.0,"(917, 149.23)","(3140, 149.23)","(3251, 149.23)","(2335, 83.67)",0.0,0.0,0.0,"(3070, 238.75)","(2951, 294.26)",0.0,0.0,0.0,0.0,0.0,"(909, 364.34)","(2325, 133.07)",0.0,0.0,0.0,0.0,0.0,"(3132, 364.34)","(3243, 364.34)",0.0,0.0,0.0,0.0
3,"(313, 81.85)","(362, 83.7)","(371, 85.86)","(437, 88.08)","(1858, 92.34)","(1249, 106.28)",0.0,0.0,0.0,"(1740, 108.35)","(1017, 120.85)","(1114, 124.22)","(1644, 127.46)","(1042, 147.17)",0.0,0.0,0.0,0.0,"(1710, 156.93)","(1256, 166.33)","(2940, 166.52)","(1389, 115.62)",0.0,0.0,0.0,0.0,0.0,"(1589, 178.51)","(380, 181.64)","(2771, 193.33)",0.0,0.0,0.0,0.0,0.0,0.0,"(1974, 206.05)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(928, 180.74)","(3151, 180.74)","(3262, 180.74)",0.0,0.0,0.0,0.0,"(3020, 244.03)","(2288, 97.8)","(2656, 156.1)",0.0,0.0,0.0,0.0,"(63, 193.21)","(2326, 256.9)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,"(1004, 62.0)","(2447, 76.0)","(767, 81.47)","(683, 94.08)","(721, 99.56)","(976, 100.84)","(2513, 104.92)",0.0,0.0,"(780, 105.52)","(674, 107.15)","(654, 109.16)","(2412, 118.73)","(1294, 142.32)",0.0,0.0,0.0,0.0,"(2476, 155.52)","(804, 158.63)","(1291, 174.99)",0.0,0.0,0.0,0.0,0.0,0.0,"(732, 183.0)","(995, 248.39)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2263, 282.97)","(104, 79.47)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,"(2895, 79.71)","(258, 81.48)","(388, 90.24)","(358, 90.79)","(568, 93.93)","(1621, 95.33)","(458, 99.67)",0.0,0.0,"(1201, 101.29)","(226, 118.69)","(1670, 127.92)","(1961, 132.88)","(221, 134.3)",0.0,0.0,0.0,0.0,"(216, 153.94)","(1619, 170.52)","(571, 182.42)",0.0,0.0,0.0,0.0,0.0,0.0,"(2826, 200.67)","(825, 354.93)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(3072, 470.86)",0.0,0.0,0.0,0.0,0.0,0.0,"(1990, 200.07)","(2016, 207.55)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,"(2700, 62.0)","(2732, 70.0)","(2733, 72.11)","(496, 75.82)","(2719, 77.24)","(1519, 83.59)","(554, 88.2)","(662, 93.01)",0.0,"(691, 93.91)","(1221, 95.18)","(482, 99.44)","(2429, 103.41)","(1514, 104.31)","(1881, 107.25)",0.0,0.0,0.0,"(2427, 107.28)","(635, 108.2)","(1148, 113.36)","(2422, 116.32)","(1914, 118.25)",0.0,0.0,0.0,0.0,"(1902, 120.23)","(2484, 121.17)","(477, 129.67)","(2390, 133.42)",0.0,0.0,0.0,0.0,0.0,"(1402, 140.94)","(2421, 146.29)","(1425, 161.01)","(1937, 176.04)",0.0,0.0,0.0,0.0,0.0,"(2140, 257.94)","(2072, 368.0)",0.0,0.0,0.0,0.0,0.0,"(2529, 67.9)","(2337, 129.4)","(2289, 159.17)","(912, 228.43)",0.0,0.0,0.0,"(3135, 228.43)","(3246, 228.43)",0.0,0.0,0.0,0.0,0.0,"(500, 182.9)","(1804, 340.49)","(632, 634.8)",0.0,0.0,0.0
7,"(159, 84.86)","(2785, 87.03)","(1423, 96.74)","(1730, 108.11)","(1648, 115.28)","(1666, 120.16)",0.0,0.0,0.0,"(1373, 128.52)","(1486, 131.95)","(211, 138.84)","(1118, 143.14)",0.0,0.0,0.0,0.0,0.0,"(127, 157.25)","(1368, 193.94)","(2787, 197.92)",0.0,0.0,0.0,0.0,0.0,0.0,"(1119, 176.86)","(1198, 343.84)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(854, 211.21)","(3077, 211.21)","(3188, 211.21)",0.0,0.0,0.0,0.0,"(2976, 324.27)","(954, 154.17)","(3177, 154.17)",0.0,0.0,0.0,0.0,"(2081, 341.82)","(3288, 154.17)",0.0,0.0,0.0,0.0,0.0,"(2134, 412.98)",0.0,0.0,0.0,0.0,0.0
8,"(1972, 80.0)","(346, 80.55)","(385, 80.93)","(1351, 92.04)","(1091, 92.38)","(1320, 93.14)","(1463, 95.93)",0.0,0.0,"(1970, 99.52)","(563, 99.83)","(440, 100.75)","(1224, 102.53)","(1465, 104.33)","(1868, 109.49)",0.0,0.0,0.0,"(1870, 120.39)","(1092, 122.29)","(43, 123.72)","(2833, 124.98)","(846, 128.61)",0.0,0.0,0.0,0.0,"(349, 138.74)","(1911, 139.1)","(1130, 149.71)","(1884, 158.91)",0.0,0.0,0.0,0.0,0.0,"(1243, 173.28)","(1056, 185.4)","(2345, 204.1)",0.0,0.0,0.0,0.0,0.0,0.0,"(2632, 73.63)","(3003, 267.38)","(866, 108.5)","(3089, 108.5)",0.0,0.0,0.0,"(3200, 108.5)","(930, 124.07)","(3153, 124.07)","(3264, 124.07)","(905, 143.17)",0.0,0.0,"(3128, 143.17)","(3239, 143.17)","(2622, 158.78)","(2662, 172.21)",0.0,0.0,0.0,"(2808, 385.65)",0.0,0.0,0.0,0.0,0.0
9,"(1196, 75.47)","(1069, 83.94)","(2505, 84.91)","(588, 96.54)","(2431, 103.66)","(3032, 105.97)",0.0,0.0,0.0,"(3030, 110.4)","(2394, 111.51)","(755, 112.05)","(1168, 112.07)","(2396, 124.88)",0.0,0.0,0.0,0.0,"(765, 128.1)","(3039, 128.56)","(2507, 140.29)","(1031, 142.65)",0.0,0.0,0.0,0.0,0.0,"(1188, 154.59)","(770, 164.47)","(606, 170.32)",0.0,0.0,0.0,0.0,0.0,0.0,"(1045, 173.81)","(1306, 173.85)","(1107, 191.08)",0.0,0.0,0.0,0.0,0.0,0.0,"(2114, 190.4)","(2106, 314.35)",0.0,0.0,0.0,0.0,0.0,"(2972, 419.85)","(2312, 148.43)",0.0,0.0,0.0,0.0,0.0,"(82, 163.7)",0.0,0.0,0.0,0.0,0.0,0.0,"(814, 410.63)",0.0,0.0,0.0,0.0,0.0
10,"(231, 65.1)","(207, 74.07)","(360, 77.73)","(324, 78.76)","(2692, 80.11)","(1725, 82.69)","(1799, 86.04)",0.0,0.0,"(1551, 92.85)","(1539, 94.97)","(243, 99.6)","(383, 100.01)","(2739, 101.17)","(444, 102.62)",0.0,0.0,0.0,"(391, 103.13)","(2871, 106.82)","(1729, 112.81)","(1731, 113.88)","(1764, 119.23)",0.0,0.0,0.0,0.0,"(273, 121.63)","(427, 123.07)","(356, 123.96)","(2868, 131.76)","(1654, 132.02)",0.0,0.0,0.0,0.0,"(2881, 156.43)","(212, 157.11)","(2811, 230.11)",0.0,0.0,0.0,0.0,0.0,0.0,"(2148, 273.03)","(2027, 123.37)","(2602, 193.6)",0.0,0.0,0.0,0.0,"(2037, 364.43)",0.0,0.0,0.0,0.0,0.0,0.0,"(870, 380.52)",0.0,0.0,0.0,0.0,0.0,0.0,"(3093, 380.52)","(3204, 380.52)",0.0,0.0,0.0,0.0
11,"(1484, 60.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,"(142, 74.43)","(1352, 83.38)","(252, 87.84)","(1755, 92.16)","(2781, 93.93)","(1213, 101.92)",0.0,0.0,0.0,"(2518, 102.18)","(1590, 108.75)","(1472, 111.37)","(1390, 116.86)","(1040, 127.43)",0.0,0.0,0.0,0.0,"(118, 143.94)","(1229, 145.05)","(196, 150.48)","(1185, 152.21)",0.0,0.0,0.0,0.0,0.0,"(132, 157.95)","(1741, 160.26)","(1642, 218.9)",0.0,0.0,0.0,0.0,0.0,0.0,"(1241, 242.17)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(3058, 270.6)","(3067, 335.17)",0.0,0.0,0.0,0.0,0.0,"(2046, 569.84)",0.0,0.0,0.0,0.0,0.0,0.0,"(3014, 115.17)","(2329, 156.3)","(2961, 174.72)","(2283, 178.49)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,"(39, 4.0)","(352, 78.25)","(40, 80.83)","(1012, 90.89)","(561, 91.09)","(2217, 91.35)","(2183, 93.94)","(1026, 97.27)",0.0,"(316, 103.48)","(3044, 104.23)","(293, 111.18)","(785, 122.45)","(16, 123.27)",0.0,0.0,0.0,0.0,"(2184, 127.32)","(376, 128.63)","(1537, 136.7)","(1705, 148.56)",0.0,0.0,0.0,0.0,0.0,"(2919, 153.69)","(819, 155.96)","(2212, 162.86)",0.0,0.0,0.0,0.0,0.0,0.0,"(792, 358.05)","(2664, 185.52)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2233, 211.97)","(2270, 213.82)","(860, 75.33)","(3083, 75.33)",0.0,0.0,0.0,"(859, 376.0)","(3194, 75.33)","(2273, 85.77)",0.0,0.0,0.0,0.0,"(3082, 376.0)","(2628, 180.47)",0.0,0.0,0.0,0.0,0.0,"(3193, 376.0)","(2349, 185.67)","(2185, 216.98)",0.0,0.0,0.0
14,"(969, 73.63)","(980, 74.11)","(2220, 84.45)","(2207, 94.32)","(2432, 96.72)","(2500, 100.57)","(970, 104.2)",0.0,0.0,"(2172, 105.02)","(2489, 108.06)","(2469, 111.8)","(735, 120.22)","(2461, 123.68)",0.0,0.0,0.0,0.0,"(730, 128.85)","(830, 132.13)","(2219, 142.25)","(707, 160.49)",0.0,0.0,0.0,0.0,0.0,"(637, 166.51)","(801, 174.09)","(984, 183.62)",0.0,0.0,0.0,0.0,0.0,0.0,"(587, 202.77)","(828, 216.11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2133, 230.9)","(2305, 259.98)",0.0,0.0,0.0,0.0,0.0,"(2104, 331.42)","(2350, 167.6)",0.0,0.0,0.0,0.0,0.0,"(2967, 399.76)","(2991, 170.87)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,"(259, 85.52)","(2467, 90.21)","(302, 92.97)","(613, 96.64)","(17, 96.71)","(663, 103.28)",0.0,0.0,0.0,"(303, 108.08)","(844, 108.73)","(218, 115.75)","(228, 116.32)","(1844, 122.53)",0.0,0.0,0.0,0.0,"(1907, 157.42)","(392, 160.29)","(656, 173.01)",0.0,0.0,0.0,0.0,0.0,0.0,"(1840, 215.48)","(821, 271.66)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2574, 157.1)","(2014, 164.7)","(280, 177.49)",0.0,0.0,0.0,0.0,0.0,0.0,"(935, 177.98)","(3158, 177.98)","(3269, 177.98)","(2593, 72.83)",0.0,0.0,0.0,"(1987, 274.91)","(2121, 292.16)",0.0,0.0,0.0,0.0,0.0,"(2161, 345.73)","(2583, 101.1)","(2029, 121.53)",0.0,0.0,0.0,0.0,"(893, 386.87)","(3116, 386.87)","(3227, 386.87)",0.0,0.0,0.0
16,"(478, 66.85)","(1426, 71.56)","(1550, 79.26)","(2673, 87.15)","(2665, 100.75)","(1454, 104.25)","(2216, 104.69)",0.0,0.0,"(540, 110.53)","(1350, 112.31)","(2215, 128.01)","(1500, 134.13)","(1487, 118.82)",0.0,0.0,0.0,0.0,"(641, 156.65)","(2168, 161.3)","(629, 181.77)","(509, 133.12)",0.0,0.0,0.0,0.0,0.0,"(1861, 216.93)","(2511, 234.87)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(685, 338.72)","(2328, 218.48)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2524, 79.07)","(939, 190.8)","(3162, 190.8)","(2550, 89.67)",0.0,0.0,0.0,"(3273, 190.8)","(2568, 200.99)","(2541, 93.33)",0.0,0.0,0.0,0.0,"(2044, 307.79)","(2340, 150.93)",0.0,0.0,0.0,0.0,0.0,"(1934, 373.35)",0.0,0.0,0.0,0.0,0.0
17,"(1075, 20.0)","(1360, 70.89)","(2509, 81.61)","(1341, 89.71)","(1247, 107.0)","(177, 109.55)","(1193, 109.62)",0.0,0.0,"(117, 119.15)","(1412, 129.03)","(156, 132.21)","(2778, 140.84)",0.0,0.0,0.0,0.0,0.0,"(130, 144.03)","(2789, 182.85)","(1456, 117.26)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2309, 100.57)","(2032, 299.07)","(3002, 104.57)",0.0,0.0,0.0,0.0,"(3064, 371.33)","(2950, 145.07)",0.0,0.0,0.0,0.0,0.0,"(2059, 379.92)","(2327, 149.34)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"(359, 77.76)","(2679, 78.12)","(1582, 84.04)","(342, 84.06)","(2828, 88.51)","(1471, 93.84)","(4, 100.25)",0.0,0.0,"(1157, 100.99)","(3052, 106.77)","(0, 114.77)","(44, 124.93)","(28, 136.11)",0.0,0.0,0.0,0.0,"(1205, 274.62)","(1431, 118.82)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(3006, 413.74)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2965, 86.1)","(2366, 202.26)","(2228, 239.9)","(111, 90.2)",0.0,0.0,0.0,"(72, 104.0)","(2627, 132.43)","(2638, 212.33)",0.0,0.0,0.0,0.0,"(2654, 221.29)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,"(2471, 72.03)","(652, 82.28)","(752, 83.34)","(2516, 83.83)","(628, 89.87)","(2411, 97.72)","(1096, 101.69)",0.0,0.0,"(36, 103.89)","(1177, 106.45)","(699, 109.16)","(7, 114.93)","(644, 117.27)",0.0,0.0,0.0,0.0,"(1039, 121.66)","(2392, 123.54)","(1313, 123.62)","(1046, 166.32)",0.0,0.0,0.0,0.0,0.0,"(2859, 524.92)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2294, 84.33)","(2995, 192.75)","(2225, 207.69)","(2246, 121.37)",0.0,0.0,0.0,"(2119, 293.39)","(2101, 337.93)",0.0,0.0,0.0,0.0,0.0,"(2981, 373.92)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,"(384, 83.02)","(460, 86.72)","(1775, 95.9)","(245, 97.89)","(329, 107.34)","(308, 108.22)",0.0,0.0,0.0,"(2843, 125.54)","(838, 151.3)","(1071, 154.1)","(808, 162.06)",0.0,0.0,0.0,0.0,0.0,"(261, 218.31)","(2849, 219.5)","(820, 107.18)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2087, 180.58)","(2113, 240.84)","(1998, 69.33)","(2584, 84.2)",0.0,0.0,0.0,"(2109, 330.33)","(2011, 106.3)","(2008, 185.17)",0.0,0.0,0.0,0.0,"(2603, 233.63)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,"(2695, 73.45)","(2195, 85.46)","(474, 92.58)","(495, 93.91)","(1534, 98.39)","(1532, 98.47)",0.0,0.0,0.0,"(2842, 102.39)","(2197, 102.45)","(1543, 112.63)","(560, 114.47)","(529, 118.25)",0.0,0.0,0.0,0.0,"(2448, 119.15)","(2213, 125.48)","(1845, 129.06)","(2407, 132.37)",0.0,0.0,0.0,0.0,0.0,"(1369, 137.53)","(2181, 145.47)","(706, 146.99)","(1942, 155.78)",0.0,0.0,0.0,0.0,0.0,"(2901, 160.51)","(1361, 167.66)","(1922, 185.09)",0.0,0.0,0.0,0.0,0.0,0.0,"(850, 180.35)","(3073, 180.35)","(3184, 180.35)",0.0,0.0,0.0,0.0,"(2090, 236.29)","(2039, 350.83)",0.0,0.0,0.0,0.0,0.0,"(2543, 120.97)","(2571, 125.53)","(2532, 163.03)","(2552, 166.53)",0.0,0.0,0.0,"(709, 208.44)","(927, 207.78)","(3150, 207.78)","(3261, 207.78)","(1936, 177.39)",0.0
22,"(1097, 22.0)","(165, 78.46)","(1342, 83.85)","(149, 85.34)","(1099, 86.75)","(184, 88.09)","(1301, 99.02)",0.0,0.0,"(182, 99.58)","(141, 144.18)","(1362, 149.48)","(2764, 194.26)",0.0,0.0,0.0,0.0,0.0,"(625, 208.64)","(1186, 104.56)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2962, 259.34)","(2127, 324.46)",0.0,0.0,0.0,0.0,0.0,"(2236, 101.67)","(3009, 150.63)","(2231, 173.64)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,"(401, 85.17)","(412, 87.46)","(298, 104.44)","(1297, 105.35)","(425, 110.38)","(1585, 116.54)",0.0,0.0,0.0,"(1490, 123.63)","(1356, 146.26)","(1854, 214.73)","(27, 107.74)",0.0,0.0,0.0,0.0,0.0,"(802, 341.16)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(919, 321.38)","(2359, 87.53)","(2343, 119.63)",0.0,0.0,0.0,0.0,"(3142, 321.38)","(2639, 134.87)","(2269, 175.83)",0.0,0.0,0.0,0.0,"(3253, 321.38)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
