Day,Cath Room 1 Proc 1,Cath Room 1 Proc 2,Cath Room 1 Proc 3,Cath Room 1 Proc 4,Cath Room 1 Proc 5,Cath Room 1 Proc 6,Cath Room 1 Proc 7,Cath Room 1 Proc 8,Cath Room 1 Proc 9,Cath Room 2 Proc 1,Cath Room 2 Proc 2,Cath Room 2 Proc 3,Cath Room 2 Proc 4,Cath Room 2 Proc 5,Cath Room 2 Proc 6,Cath Room 2 Proc 7,Cath Room 2 Proc 8,Cath Room 2 Proc 9,Cath Room 3 Proc 1,Cath Room 3 Proc 2,Cath Room 3 Proc 3,Cath Room 3 Proc 4,Cath Room 3 Proc 5,Cath Room 3 Proc 6,Cath Room 3 Proc 7,Cath Room 3 Proc 8,Cath Room 3 Proc 9,Cath Room 4 Proc 1,Cath Room 4 Proc 2,Cath Room 4 Proc 3,Cath Room 4 Proc 4,Cath Room 4 Proc 5,Cath Room 4 Proc 6,Cath Room 4 Proc 7,Cath Room 4 Proc 8,Cath Room 4 Proc 9,Cath Room 5 Proc 1,Cath Room 5 Proc 2,Cath Room 5 Proc 3,Cath Room 5 Proc 4,Cath Room 5 Proc 5,Cath Room 5 Proc 6,Cath Room 5 Proc 7,Cath Room 5 Proc 8,Cath Room 5 Proc 9,EP Room 1 Proc 1,EP Room 1 Proc 2,EP Room 1 Proc 3,EP Room 1 Proc 4,EP Room 1 Proc 5,EP Room 1 Proc 6,EP Room 1 Proc 7,EP Room 2 Proc 1,EP Room 2 Proc 2,EP Room 2 Proc 3,EP Room 2 Proc 4,EP Room 2 Proc 5,EP Room 2 Proc 6,EP Room 2 Proc 7,EP Room 3 Proc 1,EP Room 3 Proc 2,EP Room 3 Proc 3,EP Room 3 Proc 4,EP Room 3 Proc 5,EP Room 3 Proc 6,EP Room 3 Proc 7,Overflow Proc 1,Overflow Proc 2,Overflow Proc 3,Overflow Proc 4,Overflow Proc 5,Overflow Proc 6
100,"(387, 87.76)","(2839, 91.15)","(312, 91.25)","(1603, 97.27)","(289, 98.21)","(319, 98.22)",0.0,0.0,0.0,"(653, 100.0)","(1779, 104.79)","(2865, 106.81)","(2727, 107.82)","(703, 114.43)",0.0,0.0,0.0,0.0,"(2737, 118.07)","(1750, 125.47)","(724, 158.08)","(1820, 176.09)",0.0,0.0,0.0,0.0,0.0,"(1647, 177.33)","(616, 210.21)","(749, 243.2)",0.0,0.0,0.0,0.0,0.0,0.0,"(83, 191.1)","(1999, 192.25)","(70, 212.65)",0.0,0.0,0.0,0.0,0.0,0.0,"(2017, 44.47)","(887, 268.03)","(3110, 268.03)",0.0,0.0,0.0,0.0,"(3221, 268.03)","(2097, 273.06)",0.0,0.0,0.0,0.0,0.0,"(2057, 312.19)","(2024, 166.06)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,"(1958, 125.04)","(1971, 139.7)","(1809, 145.95)","(1831, 111.37)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,"(2694, 65.87)","(1467, 97.0)","(121, 97.56)","(1378, 102.6)","(3024, 104.36)","(1436, 107.02)",0.0,0.0,0.0,"(3026, 110.23)","(128, 111.22)","(1516, 116.95)","(1440, 121.53)","(194, 121.56)",0.0,0.0,0.0,0.0,"(1663, 138.27)","(3038, 151.04)","(1594, 159.83)","(3037, 176.89)",0.0,0.0,0.0,0.0,0.0,"(139, 181.49)","(3031, 185.6)","(1715, 223.02)",0.0,0.0,0.0,0.0,0.0,0.0,"(2848, 246.56)","(843, 267.06)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2999, 108.5)","(2077, 297.4)","(2249, 195.1)",0.0,0.0,0.0,0.0,"(2036, 310.42)",0.0,0.0,0.0,0.0,0.0,0.0,"(3069, 395.62)",0.0,0.0,0.0,0.0,0.0,0.0,"(2869, 310.99)",0.0,0.0,0.0,0.0,0.0
103,"(566, 76.0)","(438, 80.51)","(1376, 81.98)","(2860, 92.16)","(1343, 93.13)","(573, 94.21)","(288, 95.2)",0.0,0.0,"(2912, 103.24)","(441, 112.29)","(2931, 112.33)","(2916, 113.14)","(2854, 146.94)",0.0,0.0,0.0,0.0,"(8, 148.85)","(2813, 218.64)","(1371, 103.8)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2268, 24.3)","(2650, 157.24)","(914, 230.86)","(2245, 107.2)",0.0,0.0,0.0,"(3137, 230.86)","(3248, 230.86)",0.0,0.0,0.0,0.0,0.0,"(929, 359.95)","(2234, 187.37)",0.0,0.0,0.0,0.0,0.0,"(3152, 359.95)","(3263, 359.95)",0.0,0.0,0.0,0.0
104,"(1492, 91.58)","(3029, 104.23)","(1444, 105.6)","(981, 110.96)","(1002, 111.83)","(975, 101.72)",0.0,0.0,0.0,"(967, 116.15)","(3042, 116.75)","(989, 119.73)","(1478, 127.62)","(232, 132.33)",0.0,0.0,0.0,0.0,"(3033, 133.02)","(210, 135.03)","(251, 144.34)","(3034, 160.06)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2279, 24.93)","(2124, 249.95)","(2964, 287.76)",0.0,0.0,0.0,0.0,"(2261, 95.17)","(2316, 152.13)","(2277, 154.63)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,"(229, 80.57)","(394, 87.5)","(375, 91.48)","(1727, 94.51)","(307, 104.91)","(435, 105.23)",0.0,0.0,0.0,"(219, 120.62)","(2873, 134.19)","(405, 136.54)","(257, 139.29)",0.0,0.0,0.0,0.0,0.0,"(1626, 152.64)","(2858, 167.89)","(472, 192.88)",0.0,0.0,0.0,0.0,0.0,0.0,"(2934, 217.01)","(2742, 241.48)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(237, 256.1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(71, 12.3)","(68, 21.53)","(2592, 123.0)","(108, 167.51)","(2086, 262.32)",0.0,0.0,"(904, 280.9)","(3127, 280.9)",0.0,0.0,0.0,0.0,0.0,"(3238, 280.9)","(2088, 285.22)",0.0,0.0,0.0,0.0,0.0,"(875, 340.29)","(3098, 340.29)","(3209, 340.29)",0.0,0.0,0.0
106,"(515, 54.0)","(2729, 54.0)","(2701, 60.0)","(525, 65.67)","(1542, 81.87)","(596, 84.0)","(1505, 91.86)","(618, 99.0)",0.0,"(2199, 99.24)","(2196, 105.83)","(2166, 108.31)","(1817, 115.91)","(559, 132.0)","(1464, 72.0)",0.0,0.0,0.0,"(1827, 141.63)","(2200, 146.57)","(1944, 180.3)","(681, 110.48)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2082, 169.2)","(2156, 286.1)","(2544, 132.0)",0.0,0.0,0.0,0.0,"(2559, 134.9)","(2320, 159.57)","(902, 191.83)",0.0,0.0,0.0,0.0,"(3125, 191.83)","(3236, 191.83)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,"(1476, 68.72)","(2802, 84.53)","(1677, 84.87)","(1982, 96.16)","(1638, 96.71)","(2801, 97.7)","(1611, 97.86)",0.0,0.0,"(1477, 102.45)","(179, 106.38)","(192, 109.63)","(1769, 110.13)","(181, 115.34)",0.0,0.0,0.0,0.0,"(1367, 118.55)","(146, 124.49)","(122, 127.28)","(1675, 159.7)",0.0,0.0,0.0,0.0,0.0,"(2755, 166.26)","(2792, 166.63)","(1022, 171.95)",0.0,0.0,0.0,0.0,0.0,0.0,"(1345, 172.95)","(2354, 181.44)","(1347, 154.55)",0.0,0.0,0.0,0.0,0.0,0.0,"(900, 257.22)","(3123, 257.22)","(2978, 99.47)",0.0,0.0,0.0,0.0,"(3234, 257.22)","(2144, 326.52)",0.0,0.0,0.0,0.0,0.0,"(2091, 327.58)","(2237, 150.32)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,"(1169, 42.0)","(1581, 70.0)","(1086, 78.76)","(1576, 81.51)","(1624, 86.12)","(51, 93.59)","(1401, 93.94)",0.0,0.0,"(404, 95.81)","(1357, 96.78)","(1595, 102.28)","(1232, 109.9)","(52, 116.03)","(1865, 100.11)",0.0,0.0,0.0,"(2927, 118.0)","(1131, 121.84)","(1020, 133.8)","(1880, 134.91)",0.0,0.0,0.0,0.0,0.0,"(443, 138.66)","(1768, 163.11)","(1606, 176.83)",0.0,0.0,0.0,0.0,0.0,0.0,"(1302, 207.39)","(414, 211.16)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(937, 404.48)","(2615, 104.03)","(2341, 124.43)",0.0,0.0,0.0,0.0,"(3160, 404.48)","(3022, 173.56)",0.0,0.0,0.0,0.0,0.0,"(3271, 404.48)","(2660, 209.91)",0.0,0.0,0.0,0.0,0.0,"(2045, 468.9)",0.0,0.0,0.0,0.0,0.0
109,"(2417, 106.67)","(2794, 108.3)","(1276, 109.14)","(2872, 115.01)","(2404, 115.76)",0.0,0.0,0.0,0.0,"(840, 125.28)","(1319, 129.05)","(1167, 129.11)","(791, 131.24)",0.0,0.0,0.0,0.0,0.0,"(1061, 138.73)","(2866, 144.3)","(647, 180.96)",0.0,0.0,0.0,0.0,0.0,0.0,"(779, 190.25)","(1066, 200.46)","(1079, 202.44)",0.0,0.0,0.0,0.0,0.0,0.0,"(2486, 203.56)","(1181, 224.63)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2338, 285.42)","(2653, 73.97)","(2280, 126.87)",0.0,0.0,0.0,0.0,"(2128, 388.19)","(2982, 151.95)",0.0,0.0,0.0,0.0,0.0,"(2295, 181.84)","(2946, 185.99)",0.0,0.0,0.0,0.0,0.0,"(669, 225.95)","(2400, 355.05)",0.0,0.0,0.0,0.0
110,"(434, 56.0)","(399, 73.29)","(236, 82.34)","(326, 91.89)","(286, 92.56)","(1451, 95.55)","(296, 100.22)",0.0,0.0,"(283, 102.9)","(453, 108.72)","(285, 112.65)","(1759, 127.7)","(234, 131.62)",0.0,0.0,0.0,0.0,"(1661, 191.53)","(805, 237.95)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1592, 244.41)","(2822, 301.71)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(932, 136.57)","(3155, 136.57)","(3266, 136.57)",0.0,0.0,0.0,0.0,"(2063, 303.45)",0.0,0.0,0.0,0.0,0.0,0.0,"(2040, 340.71)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,"(2667, 44.0)","(2714, 52.0)","(2193, 57.18)","(2669, 75.16)","(517, 86.78)","(2187, 92.03)","(1515, 108.05)","(555, 108.45)",0.0,"(2814, 117.79)","(55, 120.22)","(1517, 121.99)","(557, 137.13)",0.0,0.0,0.0,0.0,0.0,"(2847, 144.11)","(1429, 144.98)","(1927, 155.48)","(1898, 181.88)",0.0,0.0,0.0,0.0,0.0,"(2473, 248.49)","(847, 292.3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(581, 306.44)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(877, 45.6)","(3100, 45.6)","(3211, 45.6)","(2055, 275.19)","(2547, 72.0)","(884, 122.2)",0.0,"(2536, 286.13)","(2131, 320.53)",0.0,0.0,0.0,0.0,0.0,"(3107, 122.2)","(3218, 122.2)","(2556, 177.03)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,"(1513, 88.38)","(2745, 90.82)","(1038, 92.68)","(1586, 93.13)","(1432, 95.07)","(1348, 96.61)",0.0,0.0,0.0,"(175, 106.21)","(197, 106.65)","(1152, 110.12)","(1266, 110.66)","(1796, 135.94)",0.0,0.0,0.0,0.0,"(2774, 140.95)","(167, 146.61)","(1694, 155.42)","(1718, 164.0)",0.0,0.0,0.0,0.0,0.0,"(157, 169.77)","(1424, 197.71)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2788, 272.32)","(1178, 299.14)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2264, 21.23)","(3062, 273.92)","(2049, 287.26)",0.0,0.0,0.0,0.0,"(2051, 305.83)","(2994, 92.53)","(2313, 138.3)",0.0,0.0,0.0,0.0,"(2324, 216.39)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,"(2704, 65.78)","(2687, 66.9)","(1496, 83.12)","(24, 83.93)","(320, 88.84)","(1250, 89.86)","(1411, 92.2)",0.0,0.0,"(1545, 98.54)","(35, 109.61)","(364, 109.82)","(372, 110.71)","(1704, 120.03)",0.0,0.0,0.0,0.0,"(463, 121.8)","(1489, 124.98)","(1785, 132.45)","(1272, 137.51)",0.0,0.0,0.0,0.0,0.0,"(1698, 137.91)","(1728, 140.49)","(334, 140.84)","(1330, 174.01)",0.0,0.0,0.0,0.0,0.0,"(1084, 381.39)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(956, 90.67)","(3179, 90.67)","(3290, 90.67)","(2315, 100.9)","(2658, 185.82)",0.0,0.0,"(2000, 203.93)","(2306, 214.51)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,"(977, 42.0)","(651, 103.22)","(965, 104.74)","(688, 106.26)","(686, 106.53)","(988, 118.47)",0.0,0.0,0.0,"(983, 121.39)","(677, 121.57)","(1194, 124.55)","(1154, 127.76)","(2440, 130.97)",0.0,0.0,0.0,0.0,"(733, 137.65)","(2457, 142.21)","(1156, 145.75)","(6, 171.07)",0.0,0.0,0.0,0.0,0.0,"(816, 226.78)","(1090, 254.47)","(1001, 76.76)",0.0,0.0,0.0,0.0,0.0,0.0,"(2810, 318.05)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2336, 221.04)","(2058, 241.93)",0.0,0.0,0.0,0.0,0.0,"(2141, 277.29)","(3005, 289.95)",0.0,0.0,0.0,0.0,0.0,"(2363, 333.81)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,"(323, 84.63)","(1814, 95.19)","(432, 106.45)","(1786, 107.72)","(369, 108.31)","(355, 117.06)",0.0,0.0,0.0,"(276, 144.0)","(1587, 149.65)","(468, 188.22)",0.0,0.0,0.0,0.0,0.0,0.0,"(842, 210.72)","(247, 225.93)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1864, 228.89)","(365, 260.24)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2886, 299.69)","(2030, 207.06)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2138, 274.7)","(882, 277.51)",0.0,0.0,0.0,0.0,0.0,"(3105, 277.51)","(3216, 277.51)",0.0,0.0,0.0,0.0,0.0,"(2041, 314.86)","(1991, 194.32)",0.0,0.0,0.0,0.0,0.0,"(922, 357.54)","(3145, 357.54)","(3256, 357.54)","(728, 358.66)","(2917, 369.29)","(2028, 245.58)"
116,"(2730, 70.6)","(2731, 72.56)","(2671, 77.18)","(2388, 83.04)","(558, 83.51)","(2676, 83.86)","(1568, 84.57)","(1059, 71.77)",0.0,"(692, 90.18)","(2192, 94.51)","(1518, 94.56)","(541, 100.03)","(1887, 126.38)",0.0,0.0,0.0,0.0,"(1355, 134.48)","(1919, 139.13)","(1846, 139.59)","(2201, 144.25)",0.0,0.0,0.0,0.0,0.0,"(2171, 149.98)","(678, 180.43)","(1983, 220.93)",0.0,0.0,0.0,0.0,0.0,0.0,"(2555, 141.13)","(2531, 145.82)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2546, 174.11)","(899, 216.89)","(3122, 216.89)",0.0,0.0,0.0,0.0,"(3233, 216.89)","(897, 288.29)","(2522, 36.77)",0.0,0.0,0.0,0.0,"(3120, 288.29)","(3231, 288.29)",0.0,0.0,0.0,0.0,0.0,"(2146, 327.76)","(2075, 336.54)",0.0,0.0,0.0,0.0
117,"(185, 62.39)","(1049, 63.87)","(1115, 75.16)","(147, 80.89)","(1395, 84.95)","(1041, 94.46)","(1179, 96.53)",0.0,0.0,"(1600, 103.55)","(1396, 103.87)","(1095, 130.53)","(1446, 131.83)","(1137, 135.14)",0.0,0.0,0.0,0.0,"(1408, 137.74)","(1147, 138.53)","(145, 141.66)","(2780, 142.28)",0.0,0.0,0.0,0.0,0.0,"(1788, 145.94)","(2800, 176.87)","(1253, 202.14)",0.0,0.0,0.0,0.0,0.0,0.0,"(201, 214.57)","(1965, 348.7)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2260, 216.61)","(865, 233.21)","(906, 146.17)",0.0,0.0,0.0,0.0,"(3088, 233.21)","(3199, 233.21)","(3129, 146.17)",0.0,0.0,0.0,0.0,"(3055, 378.84)","(3240, 146.17)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,"(1693, 66.43)","(1563, 76.86)","(1572, 78.64)","(1531, 88.1)","(1760, 88.68)","(1458, 93.52)","(1538, 105.14)",0.0,0.0,"(1322, 108.33)","(1101, 111.34)","(1790, 117.94)","(1033, 122.57)","(1123, 123.6)",0.0,0.0,0.0,0.0,"(3035, 126.6)","(1685, 127.69)","(1926, 129.98)","(1267, 152.54)","(1709, 87.29)",0.0,0.0,0.0,0.0,"(1910, 188.34)","(1422, 218.44)","(2361, 170.73)",0.0,0.0,0.0,0.0,0.0,0.0,"(2296, 179.41)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(76, 125.63)","(66, 183.33)","(944, 283.43)",0.0,0.0,0.0,0.0,"(3167, 283.43)","(3278, 283.43)",0.0,0.0,0.0,0.0,0.0,"(2621, 406.53)","(2642, 170.3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,"(1076, 76.79)","(1254, 96.2)","(2503, 100.1)","(2460, 105.47)","(1264, 108.3)","(1153, 116.72)",0.0,0.0,0.0,"(2373, 118.62)","(2494, 121.62)","(2408, 126.49)","(2424, 152.56)",0.0,0.0,0.0,0.0,0.0,"(1032, 153.42)","(1981, 169.15)","(578, 170.37)",0.0,0.0,0.0,0.0,0.0,0.0,"(666, 180.51)","(1964, 181.21)","(1217, 205.06)",0.0,0.0,0.0,0.0,0.0,0.0,"(1074, 206.36)","(1853, 223.93)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2048, 357.28)","(2351, 85.07)","(2364, 103.17)",0.0,0.0,0.0,0.0,"(2333, 136.63)","(1986, 196.36)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1810, 277.0)",0.0,0.0,0.0,0.0,0.0
120,"(1646, 77.18)","(2883, 84.12)","(2406, 96.83)","(2488, 97.94)","(1800, 99.29)","(1625, 99.61)",0.0,0.0,0.0,"(1601, 100.68)","(2913, 104.91)","(250, 105.87)","(1797, 135.33)","(215, 144.55)",0.0,0.0,0.0,0.0,"(2477, 149.85)","(2928, 150.45)","(2896, 157.51)","(2382, 158.47)",0.0,0.0,0.0,0.0,0.0,"(240, 165.96)","(2932, 174.31)","(1912, 181.56)",0.0,0.0,0.0,0.0,0.0,0.0,"(1966, 186.8)","(227, 196.5)","(267, 216.96)",0.0,0.0,0.0,0.0,0.0,0.0,"(2590, 123.9)","(852, 239.35)","(3075, 239.35)",0.0,0.0,0.0,0.0,"(3186, 239.35)","(880, 315.06)",0.0,0.0,0.0,0.0,0.0,"(3103, 315.06)","(3214, 315.06)",0.0,0.0,0.0,0.0,0.0,"(2137, 341.71)","(2157, 343.72)","(2577, 226.03)","(2005, 253.06)",0.0,0.0
121,"(1552, 66.65)","(2713, 68.0)","(2675, 72.51)","(507, 79.05)","(528, 82.88)","(550, 87.56)","(2190, 91.59)",0.0,0.0,"(2389, 109.34)","(1938, 124.63)","(1338, 128.67)","(2164, 136.22)",0.0,0.0,0.0,0.0,0.0,"(1339, 137.11)","(511, 137.65)","(1849, 143.02)","(698, 144.27)",0.0,0.0,0.0,0.0,0.0,"(577, 147.96)","(2194, 150.4)","(1146, 177.27)",0.0,0.0,0.0,0.0,0.0,0.0,"(1888, 183.77)","(1862, 192.96)","(2173, 218.43)",0.0,0.0,0.0,0.0,0.0,0.0,"(2561, 14.97)","(957, 169.14)","(3180, 169.14)","(3291, 169.14)",0.0,0.0,0.0,"(2061, 248.43)","(2145, 365.27)",0.0,0.0,0.0,0.0,0.0,"(2528, 209.54)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,"(1555, 72.0)","(1277, 72.15)","(1190, 84.02)","(124, 86.5)","(1466, 90.26)","(1380, 90.4)","(1244, 90.78)",0.0,0.0,"(1735, 102.08)","(1163, 102.14)","(1610, 103.19)","(1512, 104.52)","(186, 106.79)","(1664, 111.58)",0.0,0.0,0.0,"(1024, 121.54)","(1421, 121.84)","(2795, 122.69)","(1724, 131.16)","(1701, 137.09)",0.0,0.0,0.0,0.0,"(1005, 140.44)","(1048, 153.51)","(116, 157.72)","(2761, 171.6)",0.0,0.0,0.0,0.0,0.0,"(1225, 176.36)","(2754, 196.63)","(138, 196.95)",0.0,0.0,0.0,0.0,0.0,0.0,"(3010, 204.1)","(2248, 227.48)","(2626, 103.73)",0.0,0.0,0.0,0.0,"(2980, 256.31)","(3059, 333.51)",0.0,0.0,0.0,0.0,0.0,"(863, 171.98)","(3086, 171.98)","(3197, 171.98)",0.0,0.0,0.0,0.0,"(2652, 181.36)","(3028, 163.21)",0.0,0.0,0.0,0.0
123,"(304, 81.61)","(1834, 82.05)","(416, 87.25)","(1540, 95.13)","(457, 97.76)","(2809, 97.77)",0.0,0.0,0.0,"(2805, 104.47)","(300, 110.4)","(1635, 121.28)","(1358, 123.04)","(1773, 123.7)",0.0,0.0,0.0,0.0,"(2878, 126.19)","(2827, 130.9)","(1742, 137.83)","(1316, 138.78)",0.0,0.0,0.0,0.0,0.0,"(1164, 141.85)","(48, 151.45)","(1483, 155.09)","(1717, 175.62)",0.0,0.0,0.0,0.0,0.0,"(397, 192.04)","(1871, 253.33)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(84, 175.56)","(2342, 268.55)","(89, 131.6)",0.0,0.0,0.0,0.0,"(2352, 197.8)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,"(986, 75.53)","(972, 90.14)","(2176, 93.85)","(2483, 96.45)","(1202, 99.29)","(963, 99.92)",0.0,0.0,0.0,"(962, 109.54)","(729, 121.78)","(771, 128.23)","(810, 128.63)","(987, 132.52)",0.0,0.0,0.0,0.0,"(1293, 139.04)","(2425, 144.57)","(964, 144.6)","(1273, 146.17)",0.0,0.0,0.0,0.0,0.0,"(2202, 147.93)","(2508, 158.45)","(642, 159.89)","(2209, 163.28)",0.0,0.0,0.0,0.0,0.0,"(2386, 170.61)","(1312, 179.24)","(1915, 181.28)",0.0,0.0,0.0,0.0,0.0,0.0,"(1995, 36.77)","(2998, 228.65)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(715, 181.35)","(2218, 228.65)","(1896, 352.83)",0.0,0.0,0.0
125,"(368, 78.5)","(1719, 81.54)","(1569, 89.2)","(753, 90.08)","(266, 103.96)","(461, 111.02)",0.0,0.0,0.0,"(1733, 114.93)","(1761, 115.08)","(2945, 117.52)","(564, 121.34)","(1776, 124.04)",0.0,0.0,0.0,0.0,"(465, 124.84)","(1640, 125.15)","(1209, 125.45)","(799, 148.06)",0.0,0.0,0.0,0.0,0.0,"(2724, 161.41)","(726, 169.95)","(2818, 201.21)",0.0,0.0,0.0,0.0,0.0,0.0,"(272, 214.29)","(2806, 241.08)","(2598, 154.37)",0.0,0.0,0.0,0.0,0.0,0.0,"(871, 217.96)","(3094, 217.96)","(1988, 108.13)",0.0,0.0,0.0,0.0,"(3205, 217.96)","(895, 370.33)",0.0,0.0,0.0,0.0,0.0,"(3118, 370.33)","(2596, 110.57)",0.0,0.0,0.0,0.0,0.0,"(3229, 370.33)","(2006, 162.95)","(2025, 231.63)","(102, 303.38)","(833, 201.67)",0.0
